geo_unit,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
CT00126,23,23,22,22,21,21,21,20,19,20,18,17,16,16,16,16,16,16,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,10,10,11,10,10,8,8,8,8,8,6,6,6,6,6,4,4,5,5,5,4,4,4,4,4,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00001,6,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00002,7,7,7,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00003,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00004,49,53,49,51,50,51,50,50,50,50,49,48,51,44,44,44,44,41,40,40,40,40,39,38,38,39,39,40,40,40,40,40,42,43,43,43,43,39,39,39,39,39,32,33,33,33,33,26,26,26,26,26,20,20,20,20,20,16,16,16,16,16,13,13,14,14,14,9,9,10,10,10,7,7,7,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BR00005,775,800,763,821,836,833,797,769,766,797,783,818,800,764,765,766,766,741,692,686,689,689,662,653,651,654,654,666,675,678,677,677,697,705,708,707,707,646,654,656,654,654,538,541,542,542,542,443,447,449,449,449,324,325,325,324,324,262,264,266,266,266,207,209,210,210,210,145,147,148,149,149,103,104,105,107,107,67,66,64,62,62,22,19,17,15,15,15,13,12,10,10,10,9,9,8,8,1,0,0,0,0,0,0,0,0
BR00006,15,15,15,15,17,16,15,16,16,16,16,16,16,15,15,15,15,15,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00007,24,25,23,25,26,26,24,24,23,24,24,25,25,23,23,24,24,23,21,21,21,21,20,20,20,20,20,20,21,21,21,21,21,22,22,22,22,20,20,20,20,20,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00008,45,54,44,48,48,50,51,54,51,52,48,54,53,43,43,43,43,33,31,31,31,31,31,31,31,31,31,29,29,30,29,29,33,33,33,33,33,32,32,32,32,32,28,28,28,28,28,26,26,26,26,26,22,22,22,22,22,18,18,18,18,18,11,11,11,11,11,8,8,9,9,9,7,7,7,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00009,18,18,19,18,19,19,18,18,18,18,17,17,16,16,16,16,16,16,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00010,7,6,6,6,6,7,6,7,6,6,7,5,6,4,4,5,5,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00011,25,27,23,26,27,26,24,23,25,23,22,19,21,18,18,18,18,18,20,20,20,20,19,19,19,20,20,18,18,18,18,18,20,20,20,20,20,16,16,16,16,16,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00012,17,17,16,17,16,17,16,15,16,16,16,15,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,11,11,11,11,11,8,8,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00013,688,738,680,718,696,716,703,693,694,694,677,676,704,618,618,619,619,576,557,554,556,556,539,535,535,537,537,553,557,559,558,558,593,596,598,597,597,544,548,548,547,547,453,454,454,454,454,362,363,364,365,365,273,273,273,273,273,225,227,228,228,228,187,188,188,189,189,131,132,133,133,133,94,95,96,96,96,60,59,58,56,56,18,16,14,12,12,12,11,10,8,8,8,8,7,7,7,1,0,0,0,0,0,0,0,0
BR00014,6,6,6,6,7,6,6,7,6,6,6,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00015,48,43,47,43,40,45,40,42,41,40,39,42,39,35,35,35,35,35,34,34,34,34,33,33,33,33,33,34,34,34,34,34,35,35,35,35,35,29,30,30,30,30,23,23,23,23,23,19,19,19,19,19,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00016,19,20,19,21,21,21,20,19,19,20,20,21,20,19,19,19,19,19,17,17,17,17,17,16,16,16,16,17,17,17,17,17,18,18,18,18,18,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00017,83,86,82,88,90,89,85,82,82,85,84,88,86,82,82,82,82,79,74,74,74,74,71,70,70,70,70,71,72,73,73,73,75,76,76,76,76,69,70,70,70,70,58,58,58,58,58,48,48,48,48,48,35,35,35,35,35,28,28,28,29,29,22,22,23,23,23,16,16,16,16,16,11,11,11,11,11,7,7,7,7,7,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00018,579,595,581,589,648,614,604,624,608,608,615,644,633,598,598,599,599,593,512,510,512,512,469,467,467,469,469,454,456,457,457,457,470,472,473,473,473,455,458,458,457,457,393,394,394,394,394,336,337,338,338,338,248,249,249,248,248,198,199,200,200,200,169,170,171,171,171,119,120,121,121,121,89,89,90,91,91,59,58,56,55,55,17,15,14,12,12,12,11,10,8,8,8,8,8,7,7,1,0,0,0,0,0,0,0,0
BR00019,14,14,14,14,13,14,13,13,13,14,13,12,13,12,12,12,12,13,12,12,12,12,13,12,12,12,12,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00020,11,10,11,10,9,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00021,23,21,21,19,22,22,23,20,21,23,21,24,25,20,20,20,20,17,17,17,17,17,16,16,16,16,16,15,15,15,15,15,16,16,16,16,16,15,16,16,15,15,12,12,12,12,12,11,11,11,11,11,7,7,7,7,7,6,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00022,11,11,10,11,10,11,10,10,10,10,10,9,10,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00023,51,51,51,53,51,51,53,50,48,51,51,51,55,43,43,43,43,34,37,37,37,37,34,34,34,34,34,35,35,35,35,35,38,38,38,38,38,35,35,35,35,35,27,27,28,27,27,22,22,22,22,22,16,16,16,16,16,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00024,21,19,20,19,17,19,17,18,18,17,17,18,17,15,15,15,15,15,15,15,15,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00025,11,12,12,12,11,12,11,11,11,11,11,11,11,9,9,9,9,7,8,8,8,8,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00026,138,137,125,140,137,135,125,123,116,106,113,117,96,89,89,89,89,89,84,84,84,84,83,82,82,83,83,93,94,95,95,95,93,94,94,94,94,76,77,77,77,77,66,66,66,66,66,49,49,50,50,50,34,34,34,34,34,27,27,27,28,28,20,20,20,20,20,13,13,13,13,13,8,8,8,8,8,7,7,7,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00027,42,42,43,42,44,44,42,41,42,41,40,39,38,36,36,36,36,36,32,32,32,32,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,27,28,28,27,27,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,11,11,11,11,11,10,10,10,10,10,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00028,20,20,20,20,22,21,20,21,21,21,21,22,21,20,20,20,20,20,17,17,17,17,16,16,16,16,16,15,15,15,15,15,16,16,16,16,16,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00029,62,57,59,57,57,64,60,64,61,59,62,51,55,43,43,43,43,35,31,31,31,31,34,34,34,34,34,35,35,35,35,35,42,42,42,42,42,39,39,39,39,39,31,31,31,31,31,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00030,12,12,12,12,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00031,136,151,130,146,150,145,133,127,140,130,124,107,115,99,99,99,99,101,112,112,112,112,108,108,108,108,108,101,102,102,102,102,109,109,109,109,109,89,89,89,89,89,62,62,63,62,62,49,49,49,49,49,34,34,34,34,34,25,26,26,26,26,21,21,21,21,21,13,13,14,14,14,9,9,9,10,10,6,5,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BR00032,3,3,3,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00033,100,113,99,108,96,110,103,110,94,114,111,105,95,81,81,82,82,66,70,70,70,70,69,68,68,68,68,72,72,72,72,72,77,77,77,77,77,71,71,72,71,71,53,53,53,53,53,42,42,42,42,42,32,32,32,32,32,27,27,28,28,28,21,21,22,22,22,13,13,13,13,13,10,10,10,10,10,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BR00034,46,43,43,39,45,46,48,41,44,46,43,49,52,40,40,40,40,36,35,35,35,35,32,32,32,32,32,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,24,24,24,24,24,22,22,22,22,22,15,15,15,15,15,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BR00035,27,25,26,25,25,28,27,28,27,26,28,23,25,19,19,19,19,16,14,14,14,14,15,15,15,15,15,15,16,16,16,16,19,19,19,19,19,17,17,17,17,17,14,14,14,14,14,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00036,13,12,12,11,13,13,14,12,12,13,12,14,15,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00037,175,174,179,174,180,183,175,169,174,170,164,162,157,150,151,151,151,149,132,132,132,132,120,119,119,120,120,121,121,121,121,121,122,122,122,122,122,113,114,114,113,113,87,87,87,87,87,75,75,76,76,76,58,58,58,58,58,46,47,47,47,47,41,42,42,42,42,25,25,26,26,26,19,19,19,20,20,13,13,13,12,12,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
BR00038,21,21,22,21,22,22,21,20,21,21,20,20,19,18,18,18,18,18,16,16,16,16,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00039,17,19,17,18,18,18,18,17,17,17,17,17,18,16,16,16,16,14,14,14,14,14,14,13,13,14,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00040,17,18,17,17,19,18,18,18,18,18,18,19,19,18,18,18,18,18,15,15,15,15,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,13,14,14,14,14,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00041,6,6,6,6,6,7,6,7,6,6,6,5,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00042,7,7,7,7,8,7,7,8,7,7,7,8,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00043,24,22,24,22,20,23,20,21,21,20,20,21,20,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,15,15,15,15,15,12,12,12,12,12,9,9,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,4,4,4,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00044,58,58,55,57,54,57,54,52,54,56,54,50,54,50,50,50,50,51,51,50,50,50,51,50,50,51,51,51,51,52,51,51,52,53,53,53,53,47,48,48,48,48,37,37,37,37,37,29,29,29,29,29,21,21,21,21,21,17,17,17,17,17,12,12,12,12,12,8,8,8,8,8,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00045,39,41,38,40,39,40,39,39,39,39,38,38,40,35,35,35,35,32,31,31,31,31,30,30,30,30,30,31,31,31,31,31,33,33,34,34,34,31,31,31,31,31,25,25,26,25,25,20,20,20,20,20,15,15,15,15,15,13,13,13,13,13,10,11,11,11,11,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00046,30,30,29,31,29,29,30,29,28,29,29,29,32,25,25,25,25,20,21,21,21,21,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,20,20,20,20,20,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00047,80,79,75,78,73,78,73,71,74,77,73,69,73,68,68,68,68,70,69,69,69,69,70,69,69,69,69,69,70,70,70,70,72,72,73,72,72,65,65,65,65,65,50,51,51,51,51,39,40,40,40,40,29,29,29,29,29,23,23,23,23,23,17,17,17,17,17,11,11,11,11,11,7,7,7,7,7,5,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
BR00048,13,13,14,13,14,14,13,13,13,13,13,12,12,12,12,12,12,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00049,14,14,14,14,15,14,14,15,14,14,14,15,15,14,14,14,14,14,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00050,16,18,15,17,17,17,15,15,16,15,14,12,13,11,11,12,12,12,13,13,13,13,13,13,13,13,13,12,12,12,12,12,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00051,18,18,18,18,20,19,18,19,18,18,19,20,19,18,18,18,18,18,16,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00052,15,18,15,17,16,17,18,18,18,18,16,18,18,15,15,15,15,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00053,108,111,106,114,116,116,111,107,106,111,109,114,111,106,106,106,106,103,96,95,96,96,92,91,90,91,91,92,94,94,94,94,97,98,98,98,98,90,91,91,91,91,75,75,75,75,75,62,62,62,62,62,45,45,45,45,45,36,37,37,37,37,29,29,29,29,29,20,20,21,21,21,14,15,15,15,15,9,9,9,9,9,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00054,139,143,137,147,150,149,143,138,137,143,140,146,143,137,137,137,137,133,124,123,123,123,119,117,117,117,117,119,121,121,121,121,125,126,127,127,127,116,117,118,117,117,96,97,97,97,97,79,80,80,80,80,58,58,58,58,58,47,47,48,48,48,37,37,38,38,38,26,26,27,27,27,19,19,19,19,19,12,12,12,11,11,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0
BR00055,155,150,154,158,165,166,136,150,162,144,142,129,151,124,124,124,124,111,117,116,117,117,116,115,115,115,115,124,125,126,126,126,124,125,125,125,125,110,111,112,111,111,87,87,87,87,87,68,69,69,69,69,50,50,50,50,50,42,42,43,43,43,33,33,34,34,34,22,22,22,22,22,15,15,15,16,16,10,10,10,10,10,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0
BR00056,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00057,96,115,93,103,102,106,110,115,110,110,103,115,114,93,93,93,93,70,66,66,66,66,66,65,65,66,66,63,63,63,63,63,70,70,70,70,70,69,69,69,69,69,59,59,59,59,59,56,56,56,56,56,47,47,47,47,47,38,39,39,39,39,24,24,24,24,24,18,18,18,18,18,15,16,16,16,16,10,9,9,9,9,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0
BR00058,40,42,39,41,40,41,40,40,40,40,39,39,40,35,35,36,36,33,32,32,32,32,31,31,31,31,31,32,32,32,32,32,34,34,34,34,34,31,31,31,31,31,26,26,26,26,26,21,21,21,21,21,16,16,16,16,16,13,13,13,13,13,11,11,11,11,11,8,8,8,8,8,5,5,5,6,6,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00059,127,119,117,108,124,126,131,113,120,127,117,134,142,110,110,110,110,98,96,95,96,96,88,88,88,88,88,84,85,85,85,85,89,89,89,89,89,87,87,87,87,87,67,67,67,67,67,60,60,61,61,61,42,42,42,42,42,37,37,37,37,37,30,30,30,30,30,22,23,23,23,23,16,16,16,16,16,11,10,10,10,10,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00060,29,30,29,31,32,31,30,29,29,30,30,31,30,29,29,29,29,28,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,27,27,27,27,24,25,25,25,25,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,6,6,6,6,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00061,13,15,13,14,15,14,13,12,14,13,12,10,11,10,10,10,10,10,11,11,11,11,11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00062,19,20,19,20,21,21,20,19,19,20,20,20,20,19,19,19,19,19,17,17,17,17,17,16,16,16,16,17,17,17,17,17,17,18,18,18,18,16,16,16,16,16,13,14,14,14,14,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
